Country_From,Country_to,Distance,Gravity,Flow(log),Flow(Fij + Fji),Offset,Offset (abs),GDP A,GDP B,GDP Diff,GDP Diff(abs),Latitude_from,Longitude_from,Latitude_to,Longitude_to,pop_from,pop_to
EG,UG,3332,357579584.8,0,1,-4.566200441,4.566200441,3514.490097,615.3088032,2899.181294,2899.181294,26.820553,30.802498,1.373333,32.290275,95688681,41487965
EG,TZ,4099,316491703.1,0,1,-4.444139515,4.444139515,3514.490097,879.193814,2635.296283,2635.296283,26.820553,30.802498,-6.369028,34.888822,95688681,55572201
EG,AF,3572,259906118.7,0,1,-4.247162972,4.247162972,3514.490097,561.7787463,2952.711351,2952.711351,26.820553,30.802498,33.93911,67.709953,95688681,34656032
EG,KE,3498,378981849.4,2.079441542,8,-4.229331849,4.229331849,3514.490097,1455.359765,2059.130332,2059.130332,26.820553,30.802498,-0.023559,37.906193,95688681,48461567
EG,ID,8958,311365888.1,1.791759469,6,-4.087458705,4.087458705,3514.490097,3570.294888,-55.804791,55.804791,26.820553,30.802498,-0.789275,113.921327,95688681,261115456
EG,AZ,2014,230299305.7,1.098612289,3,-3.917536105,3.917536105,3514.490097,3876.936433,-362.446336,362.446336,26.820553,30.802498,40.143105,47.576927,95688681,9762274
EG,GH,4283,147135385,0,1,-3.678195638,3.678195638,3514.490097,1513.461034,2001.029063,2001.029063,26.820553,30.802498,7.946527,-1.023194,95688681,28206728
EG,VN,8004,138462221.7,0,1,-3.617440009,3.617440009,3514.490097,2185.690282,1328.799815,1328.799815,26.820553,30.802498,14.058324,108.277199,95688681,92701100
EG,BF,3925,115818253.3,0,1,-3.438864669,3.438864669,3514.490097,649.7304837,2864.759613,2864.759613,26.820553,30.802498,12.238333,-1.561593,95688681,18646433
EG,AM,1632,105079696.4,0,1,-3.341561564,3.341561564,3514.490097,3606.152057,-91.66196,91.66196,26.820553,30.802498,40.069099,45.038189,95688681,2924816
EG,RW,3458,95366543.56,0,1,-3.244570309,3.244570309,3514.490097,702.8356016,2811.654495,2811.654495,26.820553,30.802498,-1.940278,29.873888,95688681,11917508
EG,PH,9194,116959876.2,1.609437912,5,-3.142953704,3.142953704,3514.490097,2951.071929,563.418168,563.418168,26.820553,30.802498,12.879721,121.774017,95688681,103320222
EG,ML,4509,84693097.1,0.693147181,2,-2.994210271,2.994210271,3514.490097,780.5071109,2733.982986,2733.982986,26.820553,30.802498,17.570692,-3.996166,95688681,17994837
EG,BJ,4008,64762930.17,0,1,-2.857575863,2.857575863,3514.490097,789.4404107,2725.049686,2725.049686,26.820553,30.802498,9.30769,2.315834,95688681,10872298
EG,MX,12368,79782835.66,2.302585093,10,-2.628764839,2.628764839,3514.490097,8201.306253,-4686.816156,4686.816156,26.820553,30.802498,23.634501,-102.552784,95688681,127540423
EG,TJ,3542,66622960.53,1.609437912,5,-2.580172038,2.580172038,3514.490097,795.8438644,2718.646233,2718.646233,26.820553,30.802498,38.861034,71.276093,95688681,8734951
EG,SN,5288,52738260.17,0.693147181,2,-2.520517362,2.520517362,3514.490097,958.0737379,2556.416359,2556.416359,26.820553,30.802498,14.497401,-14.452362,95688681,15411614
EG,TG,4129,42692194.37,0,1,-2.44085859,2.44085859,3514.490097,578.4616936,2936.028403,2936.028403,26.820553,30.802498,8.619543,0.824782,95688681,7606374
EG,SL,5241,25765602.83,0,1,-1.935882867,1.935882867,3514.490097,496.0494634,3018.440634,3018.440634,26.820553,30.802498,8.460555,-11.779889,95688681,7396190
EG,KH,7810,24727489.05,2.48490665,12,-1.422739219,1.422739219,3514.490097,1269.907238,2244.582859,2244.582859,26.820553,30.802498,12.565679,104.990963,95688681,15762370
EG,PE,12418,19716369.46,2.079441542,8,-1.273292764,1.273292764,3514.490097,6045.650077,-2531.15998,2531.15998,26.820553,30.802498,-9.189967,-75.015152,95688681,31773839
EG,LA,7298,12142097.67,0,1,-1.183521049,1.183521049,3514.490097,2353.152875,1161.337222,1161.337222,26.820553,30.802498,19.85627,102.495496,95688681,6758353
EG,EC,11898,11075437.41,0.693147181,2,-0.959905981,0.959905981,3514.490097,5968.984138,-2454.494041,2454.494041,26.820553,30.802498,-1.831239,-78.183406,95688681,16385068
EG,MN,6577,6696909.101,0,1,-0.58848858,0.58848858,3514.490097,3686.451698,-171.961601,171.961601,26.820553,30.802498,46.862496,103.846656,95688681,3027398
EG,BO,11763,7529528.467,0.693147181,2,-0.57400859,0.57400859,3514.490097,3104.956089,409.534008,409.534008,26.820553,30.802498,-16.290154,-63.588653,95688681,10887882
EG,HN,11811,6250895.823,0,1,-0.519567274,0.519567274,3514.490097,2361.15762,1153.332477,1153.332477,26.820553,30.802498,15.199999,-86.241905,95688681,9112867
EG,PY,11256,5079308.345,0,1,-0.312017588,0.312017588,3514.490097,4080.204644,-565.714547,565.714547,26.820553,30.802498,-23.442503,-58.443832,95688681,6725308
EG,SV,11990,4223133.397,0.693147181,2,0.004246465,0.004246465,3514.490097,4223.584579,-709.094482,709.094482,26.820553,30.802498,13.794185,-88.89653,95688681,6344722
EG,WS,15613,76595.06073,0.693147181,2,4.014046515,4.014046515,3514.490097,4027.76137,-513.271273,513.271273,26.820553,30.802498,-13.759029,-172.104629,95688681,195125
ER,KE,1833,64545439.54,1.609437912,5,-2.548492232,2.548492232,823,1455.359765,-632.359765,632.359765,15.179384,39.782334,-0.023559,37.906193,4475000,48461567
ER,UG,1840,54837737.29,1.098612289,3,-2.482534906,2.482534906,823,615.3088032,207.6911968,207.6911968,15.179384,39.782334,1.373333,32.290275,4475000,41487965
ER,RW,2064,12518696.36,0,1,-1.214065724,1.214065724,823,702.8356016,120.1643984,120.1643984,15.179384,39.782334,-1.940278,29.873888,4475000,11917508
ER,CM,3295,9661060.076,0,1,-0.954945869,0.954945869,823,1032.648722,-209.648722,209.648722,15.179384,39.782334,7.369722,12.354722,4475000,23439189
ER,GH,4381,6576566.924,0.693147181,2,-0.438689036,0.438689036,823,1513.461034,-690.461034,690.461034,15.179384,39.782334,7.946527,-1.023194,4475000,28206728
ER,MZ,4654,5956306.403,1.098612289,3,-0.262606871,0.262606871,823,382.0693304,440.9306696,440.9306696,15.179384,39.782334,-18.665695,35.529562,4475000,28829476
ER,ML,5069,3133981.109,0.693147181,2,0.302519713,0.302519713,823,780.5071109,42.4928891,42.4928891,15.179384,39.782334,17.570692,-3.996166,4475000,17994837
ER,TG,4243,1890708.827,0.693147181,2,0.80787203,0.80787203,823,578.4616936,244.5383064,244.5383064,15.179384,39.782334,8.619543,0.824782,4475000,7606374
ES,IN,7323,1146820251,2.995732274,20,-5.162538524,5.162538524,26528.49179,1709.387921,24819.10387,24819.10387,40.463667,-3.74922,20.593684,78.96288,46443959,1324171354
ES,EG,3350,396004560.2,1.386294361,4,-4.40493558,4.40493558,26528.49179,3514.490097,23014.00169,23014.00169,40.463667,-3.74922,26.820553,30.802498,46443959,95688681
ES,NG,3842,585198582.9,3.63758616,38,-4.367818446,4.367818446,26528.49179,2177.98517,24350.50662,24350.50662,40.463667,-3.74922,9.081999,8.675277,46443959,185989640
ES,TR,3106,382790661.8,1.945910149,7,-4.264696669,4.264696669,26528.49179,10787.60934,15740.88245,15740.88245,40.463667,-3.74922,38.963745,35.243322,46443959,79512426
ES,US,6105,402653830,2.564949357,13,-4.197696428,4.197696428,26528.49179,57466.78711,-30938.29532,30938.29532,40.463667,-3.74922,37.09024,-95.712891,46443959,323127513
ES,BR,7628,165747044,0,1,-3.797305283,3.797305283,26528.49179,8649.948492,17878.5433,17878.5433,40.463667,-3.74922,-14.235004,-51.92528,46443959,207652865
ES,UA,2872,253406471.8,2.708050201,15,-3.707431398,3.707431398,26528.49179,2185.728031,24342.76376,24342.76376,40.463667,-3.74922,48.379433,31.16558,46443959,45004645
ES,PK,6673,201512466.6,4.875197323,131,-3.066628831,3.066628831,26528.49179,1468.192946,25060.29884,25060.29884,40.463667,-3.74922,30.375321,69.345116,46443959,193203476
ES,CI,3778,77104350.37,0,1,-3.032002192,3.032002192,26528.49179,1526.197175,25002.29462,25002.29462,40.463667,-3.74922,7.539989,-5.54708,46443959,23695919
ES,CD,5269,131718576.2,3.33220451,28,-2.934543417,2.934543417,26528.49179,444.5053168,26083.98647,26083.98647,40.463667,-3.74922,-4.038333,21.758664,46443959,78736153
ES,IQ,4304,93273371.14,2.833213344,17,-2.684195964,2.684195964,26528.49179,4609.600694,21918.8911,21918.8911,40.463667,-3.74922,33.223191,43.679291,46443959,37202572
ES,BF,3121,88907308.03,2.890371758,18,-2.625398164,2.625398164,26528.49179,649.7304837,25878.76131,25878.76131,40.463667,-3.74922,12.238333,-1.561593,46443959,18646433
ES,ID,12171,81867077.58,3.931825633,51,-2.345072059,2.345072059,26528.49179,3570.294888,22958.1969,22958.1969,40.463667,-3.74922,-0.789275,113.921327,46443959,261115456
ES,ML,3139,84819267.72,4.317488114,75,-2.3072396,2.3072396,26528.49179,780.5071109,25747.98468,25747.98468,40.463667,-3.74922,17.570692,-3.996166,46443959,17994837
ES,BA,1868,46808544.37,1.386294361,4,-2.269575612,2.269575612,26528.49179,4708.718261,21819.77353,21819.77353,40.463667,-3.74922,43.915886,17.679076,46443959,3516816
ES,GH,3908,85777391.18,4.820281566,124,-2.222964535,2.222964535,26528.49179,1513.461034,25015.03076,25015.03076,40.463667,-3.74922,7.946527,-1.023194,46443959,28206728
ES,SN,3186,70515698.66,3.912023005,50,-2.199572089,2.199572089,26528.49179,958.0737379,25570.41805,25570.41805,40.463667,-3.74922,14.497401,-14.452362,46443959,15411614
ES,IL,3544,31605349.1,0,1,-2.14016887,2.14016887,26528.49179,37292.61222,-10764.12043,10764.12043,40.463667,-3.74922,31.046051,34.851612,46443959,8547100
ES,ZA,7958,41001716.57,1.386294361,4,-2.137123787,2.137123787,26528.49179,5273.59388,21254.89791,21254.89791,40.463667,-3.74922,-30.559482,22.937506,46443959,55908865
ES,MX,9071,71989101.33,4.382026635,80,-2.130972234,2.130972234,26528.49179,8201.306253,18327.18554,18327.18554,40.463667,-3.74922,23.634501,-102.552784,46443959,127540423
ES,CM,4382,56692690.43,3.218875825,25,-2.113048331,2.113048331,26528.49179,1032.648722,25495.84307,25495.84307,40.463667,-3.74922,7.369722,12.354722,46443959,23439189
ES,YE,5385,44179257.79,2.708050201,15,-1.960691989,1.960691989,26528.49179,990.334774,25538.15702,25538.15702,40.463667,-3.74922,15.552727,48.516388,46443959,27584213
ES,TZ,6752,56613755.32,4.110873864,61,-1.942216126,1.942216126,26528.49179,879.193814,25649.29798,25649.29798,40.463667,-3.74922,-6.369028,34.888822,46443959,55572201
ES,AF,6312,40399323.11,2.48490665,12,-1.913636708,1.913636708,26528.49179,561.7787463,25966.71304,25966.71304,40.463667,-3.74922,33.93911,67.709953,46443959,34656032
ES,TH,10236,30525153.67,1.098612289,3,-1.896707367,1.896707367,26528.49179,5907.913432,20620.57836,20620.57836,40.463667,-3.74922,15.870032,100.992541,46443959,68863514
ES,AL,1981,34038029.87,2.197224577,9,-1.796948562,1.796948562,26528.49179,4146.89625,22381.59554,22381.59554,40.463667,-3.74922,41.153332,20.168331,46443959,2876101
ES,UG,5757,58137841.98,5.356586275,212,-1.732152437,1.732152437,26528.49179,615.3088032,25913.18299,25913.18299,40.463667,-3.74922,1.373333,32.290275,46443959,41487965
ES,MD,2708,22495977.56,0.693147181,2,-1.668512689,1.668512689,26528.49179,1900.201479,24628.29031,24628.29031,40.463667,-3.74922,47.411631,28.369885,46443959,3552000
ES,KE,6137,59760529.84,6.369900983,584,-1.567197538,1.567197538,26528.49179,1455.359765,25073.13203,25073.13203,40.463667,-3.74922,-0.023559,37.906193,46443959,48461567
ES,JO,3688,32288344.48,3.295836866,27,-1.535490274,1.535490274,26528.49179,4087.937517,22440.55427,22440.55427,40.463667,-3.74922,30.585164,36.238414,46443959,9455802
ES,MM,9666,26288753.33,2.302585093,10,-1.518597667,1.518597667,26528.49179,1275.017608,25253.47418,25253.47418,40.463667,-3.74922,21.913965,95.956223,46443959,52885223
ES,BJ,3831,34405373.48,3.737669618,42,-1.515068669,1.515068669,26528.49179,789.4404107,25739.05138,25739.05138,40.463667,-3.74922,9.30769,2.315834,46443959,10872298
ES,VN,10904,36211159.79,4.127134385,62,-1.49224274,1.49224274,26528.49179,2185.690282,24342.80151,24342.80151,40.463667,-3.74922,14.058324,108.277199,46443959,92701100
ES,CO,8014,35183895.45,4.852030264,128,-1.325766728,1.325766728,26528.49179,5805.605335,20722.88646,20722.88646,40.463667,-3.74922,4.570868,-74.297333,46443959,48653419
ES,NP,8029,20880756.19,2.302585093,10,-1.288284428,1.288284428,26528.49179,729.5325011,25798.95929,25798.95929,40.463667,-3.74922,28.394857,84.124008,46443959,28982771
ES,MW,7051,16900680.07,1.609437912,5,-1.208476629,1.208476629,26528.49179,300.7948251,26227.69696,26227.69696,40.463667,-3.74922,-13.254308,34.301525,46443959,18091575
ES,MG,8360,16543255.45,1.945910149,7,-1.123186897,1.123186897,26528.49179,401.3188701,26127.17292,26127.17292,40.463667,-3.74922,-18.766947,46.869107,46443959,24894551
ES,AZ,4479,22600502.8,3.63758616,38,-1.113839352,1.113839352,26528.49179,3876.936433,22651.55536,22651.55536,40.463667,-3.74922,40.143105,47.576927,46443959,9762274
ES,ZM,6969,15866132.47,1.945910149,7,-1.081395208,1.081395208,26528.49179,1178.387905,25350.10389,25350.10389,40.463667,-3.74922,-13.133897,27.849332,46443959,16591390
ES,SL,3683,25324090.36,4.553876892,95,-1.053569925,1.053569925,26528.49179,496.0494634,26032.44233,26032.44233,40.463667,-3.74922,8.460555,-11.779889,46443959,7396190
ES,LK,9013,12122377.5,0.693147181,2,-1.050229296,1.050229296,26528.49179,3835.394817,22693.09697,22693.09697,40.463667,-3.74922,7.873054,80.771797,46443959,21203000
ES,MZ,8247,19686748.48,3.295836866,27,-1.040729704,1.040729704,26528.49179,382.0693304,26146.42246,26146.42246,40.463667,-3.74922,-18.665695,35.529562,46443959,28829476
ES,TG,3813,24298154.99,4.543294782,94,-1.014224333,1.014224333,26528.49179,578.4616936,25950.0301,25950.0301,40.463667,-3.74922,8.619543,0.824782,46443959,7606374
ES,LB,3550,22136357.26,4.234106505,69,-0.97977695,0.97977695,26528.49179,7914.004677,18614.48711,18614.48711,40.463667,-3.74922,33.854721,35.862285,46443959,6006668
ES,PH,11715,34964713.81,6.899723107,992,-0.930549493,0.930549493,26528.49179,2951.071929,23577.41986,23577.41986,40.463667,-3.74922,12.879721,121.774017,46443959,103320222
ES,BI,5848,14292235.8,2.302585093,10,-0.909172888,0.909172888,26528.49179,285.7274421,26242.76435,26242.76435,40.463667,-3.74922,-3.373056,29.918886,46443959,10524117
ES,ZW,7292,14106464.3,2.564949357,13,-0.846252371,0.846252371,26528.49179,1008.597331,25519.89446,25519.89446,40.463667,-3.74922,-19.015438,29.154857,46443959,16150362
ES,RW,5716,16940656.83,4.290459441,73,-0.701567545,0.701567545,26528.49179,702.8356016,25825.65619,25825.65619,40.463667,-3.74922,-1.940278,29.873888,46443959,11917508
ES,HT,6888,10618568.4,2.48490665,12,-0.577427882,0.577427882,26528.49179,739.5954363,25788.89635,25788.89635,40.463667,-3.74922,18.971187,-72.285215,46443959,10847334
ES,DO,6700,11017420.64,2.890371758,18,-0.537281534,0.537281534,26528.49179,6722.223536,19806.26825,19806.26825,40.463667,-3.74922,18.735693,-70.162651,46443959,10648791
ES,CG,5269,8575042.316,1.609437912,5,-0.529978695,0.529978695,26528.49179,1528.24483,25000.24696,25000.24696,40.463667,-3.74922,-0.228021,15.827659,46443959,5125821
ES,LR,3847,14479240.78,4.430816799,84,-0.517905546,0.517905546,26528.49179,455.3707414,26073.12105,26073.12105,40.463667,-3.74922,6.428055,-9.429499,46443959,4613823
ES,GE,4072,10417773.35,3.433987204,31,-0.378055027,0.378055027,26528.49179,3853.649904,22674.84189,22674.84189,40.463667,-3.74922,42.315407,43.356892,46443959,3719300
ES,PE,9486,16399578.39,5.97126184,392,-0.349830994,0.349830994,26528.49179,6045.650077,20482.84171,20482.84171,40.463667,-3.74922,-9.189967,-75.015152,46443959,31773839
ES,CL,10640,7347432.377,1.791759469,6,-0.340840911,0.340840911,26528.49179,13792.92605,12735.56574,12735.56574,40.463667,-3.74922,-35.675147,-71.542969,46443959,17909754
ES,GT,8694,10189178.14,4.127134385,62,-0.224201578,0.224201578,26528.49179,4146.744129,22381.74766,22381.74766,40.463667,-3.74922,15.783471,-90.230759,46443959,16582469
ES,TJ,6079,10978055.43,5.043425117,155,-0.124720302,0.124720302,26528.49179,795.8438644,25732.64793,25732.64793,40.463667,-3.74922,38.861034,71.276093,46443959,8734951
ES,AM,4046,8298049.591,3.713572067,41,-0.097453844,0.097453844,26528.49179,3606.152057,22922.33973,22922.33973,40.463667,-3.74922,40.069099,45.038189,46443959,2924816
ES,EC,8715,10019422.68,4.787491743,120,-0.081963116,0.081963116,26528.49179,5968.984138,20559.50765,20559.50765,40.463667,-3.74922,-1.831239,-78.183406,46443959,16385068
ES,KG,6323,7066091.662,3.891820298,49,0.097118159,0.097118159,26528.49179,1077.036174,25451.45562,25451.45562,40.463667,-3.74922,41.20438,74.766098,46443959,6082700
ES,HN,8462,5910690.552,3.988984047,54,0.294119687,0.294119687,26528.49179,2361.15762,24167.33417,24167.33417,40.463667,-3.74922,15.199999,-86.241905,46443959,9112867
ES,LA,10107,3072738.299,0.693147181,2,0.322254711,0.322254711,26528.49179,2353.152875,24175.33892,24175.33892,40.463667,-3.74922,19.85627,102.495496,46443959,6758353
ES,BO,9102,6103781.465,4.890349128,133,0.433192077,0.433192077,26528.49179,3104.956089,23423.5357,23423.5357,40.463667,-3.74922,-16.290154,-63.588653,46443959,10887882
ES,KH,10734,6353712.637,5.579729826,265,0.524012117,0.524012117,26528.49179,1269.907238,25258.58455,25258.58455,40.463667,-3.74922,12.565679,104.990963,46443959,15762370
ES,CR,8483,3134894.297,2.890371758,18,0.719600724,0.719600724,26528.49179,11824.6381,14703.85369,14703.85369,40.463667,-3.74922,9.748917,-83.753428,46443959,4857274
ES,PY,9127,3749603.195,5.105945474,165,0.961404011,0.961404011,26528.49179,4080.204644,22448.28715,22448.28715,40.463667,-3.74922,-23.442503,-58.443832,46443959,6725308
ES,SV,8640,3947429.168,5.468060141,237,0.978774761,0.978774761,26528.49179,4223.584579,22304.90721,22304.90721,40.463667,-3.74922,13.794185,-88.89653,46443959,6344722
ES,NI,8516,3938473.782,5.564520407,261,0.999369048,0.999369048,26528.49179,2151.382047,24377.10974,24377.10974,40.463667,-3.74922,12.865416,-85.207229,46443959,6149928
ES,LS,8309,1482545.504,1.098612289,3,1.128083142,1.128083142,26528.49179,998.1343716,25530.35742,25530.35742,40.463667,-3.74922,-29.609988,28.233608,46443959,2203821
ES,MN,8145,2119417.79,3.63758616,38,1.252991378,1.252991378,26528.49179,3686.451698,22842.04009,22842.04009,40.463667,-3.74922,46.862496,103.846656,46443959,3027398
ES,SR,6375,638100.9273,0.693147181,2,1.894082644,1.894082644,26528.49179,6484.432731,20044.05906,20044.05906,40.463667,-3.74922,3.919305,-56.027783,46443959,558368
ES,BZ,8305,247093.6505,0,1,2.711145374,2.711145374,26528.49179,4810.565902,21717.92589,21717.92589,40.463667,-3.74922,17.189877,-88.49765,46443959,366954
ES,TL,13899,305007.9335,2.48490665,12,2.972593814,2.972593814,26528.49179,2102,24426.49179,24426.49179,40.463667,-3.74922,-8.874217,125.727539,46443959,1268671
ES,WS,17036,31225.31917,3.761200116,43,5.494139811,5.494139811,26528.49179,4027.76137,22500.73042,22500.73042,40.463667,-3.74922,-13.759029,-172.104629,46443959,195125
ET,UG,1208,2911399316,0,1,-6.663231598,6.663231598,706.7577541,615.3088032,91.4489509,91.4489509,9.145,40.489673,1.373333,32.290275,102403196,41487965
ET,KE,1133,3865904704,1.791759469,6,-6.606441005,6.606441005,706.7577541,1455.359765,-748.6020109,748.6020109,9.145,40.489673,-0.023559,37.906193,102403196,48461567
ET,CM,3072,254339415.8,0,1,-4.225512146,4.225512146,706.7577541,1032.648722,-325.8909679,325.8909679,9.145,40.489673,7.369722,12.354722,102403196,23439189
ET,US,11513,249637853.6,0.693147181,2,-4.075187453,4.075187453,706.7577541,57466.78711,-56760.02936,56760.02936,9.145,40.489673,37.09024,-95.712891,102403196,323127513
ET,LB,2696,84626691.77,0,1,-3.125092211,3.125092211,706.7577541,7914.004677,-7207.246923,7207.246923,9.145,40.489673,33.854721,35.862285,102403196,6006668
ET,TG,4143,45379668.61,0,1,-2.501906665,2.501906665,706.7577541,578.4616936,128.2960605,128.2960605,9.145,40.489673,8.619543,0.824782,102403196,7606374
ET,TJ,4417,45847872.29,0.693147181,2,-2.380504963,2.380504963,706.7577541,795.8438644,-89.0861103,89.0861103,9.145,40.489673,38.861034,71.276093,102403196,8734951
ET,SL,5711,23221873.24,0,1,-1.831937135,1.831937135,706.7577541,496.0494634,210.7082907,210.7082907,9.145,40.489673,8.460555,-11.779889,102403196,7396190
ET,AL,4018,18243063.9,0,1,-1.590627436,1.590627436,706.7577541,4146.89625,-3440.138496,3440.138496,9.145,40.489673,41.153332,20.168331,102403196,2876101
FI,IN,5275,2337389.525,3.871201011,48,1.199474238,1.199474238,43090.24751,1709.387921,41380.85959,41380.85959,61.92411,25.748151,20.593684,78.96288,5495096,1324171354
FI,UA,1164,1631485.478,3.17805383,24,1.427351704,1.427351704,43090.24751,2185.728031,40904.51948,40904.51948,61.92411,25.748151,48.379433,31.16558,5495096,45004645
FI,TR,2391,683136.8062,2.197224577,9,2.111590001,2.111590001,43090.24751,10787.60934,32302.63817,32302.63817,61.92411,25.748151,38.963745,35.243322,5495096,79512426
FI,EG,3371,413594.6344,1.609437912,5,2.501746162,2.501746162,43090.24751,3514.490097,39575.75741,39575.75741,61.92411,25.748151,26.820553,30.802498,5495096,95688681
FI,US,6934,330094.354,2.079441542,8,2.816533208,2.816533208,43090.24751,57466.78711,-14376.5396,14376.5396,61.92411,25.748151,37.09024,-95.712891,5495096,323127513
FI,PK,4580,452392.9335,5.099866428,164,3.075103444,3.075103444,43090.24751,1468.192946,41622.05456,41622.05456,61.92411,25.748151,30.375321,69.345116,5495096,193203476
FI,NG,6265,232743.9689,4.007333185,55,3.53218413,3.53218413,43090.24751,2177.98517,40912.26234,40912.26234,61.92411,25.748151,9.081999,8.675277,5495096,185989640
FI,IQ,3322,165579.1095,3.091042453,22,3.698620646,3.698620646,43090.24751,4609.600694,38480.64682,38480.64682,61.92411,25.748151,33.223191,43.679291,5495096,37202572
FI,BR,10513,92281.87956,0.693147181,2,3.827731307,3.827731307,43090.24751,8649.948492,34440.29902,34440.29902,61.92411,25.748151,-14.235004,-51.92528,5495096,207652865
FI,AF,4292,92404.10016,1.609437912,5,4.000461161,4.000461161,43090.24751,561.7787463,42528.46876,42528.46876,61.92411,25.748151,33.93911,67.709953,5495096,34656032
FI,ID,10141,124710.4501,3.663561646,39,4.090827586,4.090827586,43090.24751,3570.294888,39519.95262,39519.95262,61.92411,25.748151,-0.789275,113.921327,5495096,261115456
FI,MD,1470,80736.53755,1.386294361,4,4.093054195,4.093054195,43090.24751,1900.201479,41190.04603,41190.04603,61.92411,25.748151,47.411631,28.369885,5495096,3552000
FI,TH,7950,53516.38333,0,1,4.240924953,4.240924953,43090.24751,5907.913432,37182.33408,37182.33408,61.92411,25.748151,15.870032,100.992541,5495096,68863514
FI,CD,7166,75309.95997,3.091042453,22,4.486457333,4.486457333,43090.24751,444.5053168,42645.74219,42645.74219,61.92411,25.748151,-4.038333,21.758664,5495096,78736153
FI,IL,3200,40996.86628,0,1,4.507417159,4.507417159,43090.24751,37292.61222,5797.63529,5797.63529,61.92411,25.748151,31.046051,34.851612,5495096,8547100
FI,MM,7425,47116.52549,1.098612289,3,4.576975167,4.576975167,43090.24751,1275.017608,41815.2299,41815.2299,61.92411,25.748151,21.913965,95.956223,5495096,52885223
FI,MX,9838,64724.10435,3.63758616,38,4.741754393,4.741754393,43090.24751,8201.306253,34888.94126,34888.94126,61.92411,25.748151,23.634501,-102.552784,5495096,127540423
FI,AZ,2812,60639.02267,3.784189634,44,4.834797423,4.834797423,43090.24751,3876.936433,39213.31108,39213.31108,61.92411,25.748151,40.143105,47.576927,5495096,9762274
FI,NP,5796,42375.51454,1.945910149,7,4.843976167,4.843976167,43090.24751,729.5325011,42360.71501,42360.71501,61.92411,25.748151,28.394857,84.124008,5495096,28982771
FI,CI,6509,27471.15038,0,1,4.907776413,4.907776413,43090.24751,1526.197175,41564.05034,41564.05034,61.92411,25.748151,7.539989,-5.54708,5495096,23695919
FI,VN,8514,62812.98446,4.356708827,78,4.908326743,4.908326743,43090.24751,2185.690282,40904.55723,40904.55723,61.92411,25.748151,14.058324,108.277199,5495096,92701100
FI,YE,5239,49362.32802,3.218875825,25,4.933164691,4.933164691,43090.24751,990.334774,42099.91274,42099.91274,61.92411,25.748151,15.552727,48.516388,5495096,27584213
FI,ZA,9460,30685.29026,1.386294361,4,5.06046203,5.06046203,43090.24751,5273.59388,37816.65363,37816.65363,61.92411,25.748151,-30.559482,22.937506,5495096,55908865
FI,TZ,7455,49112.73672,3.951243719,52,5.077350291,5.077350291,43090.24751,879.193814,42211.0537,42211.0537,61.92411,25.748151,-6.369028,34.888822,5495096,55572201
FI,JO,3318,42186.88306,4.094344562,60,5.256541978,5.256541978,43090.24751,4087.937517,39002.30999,39002.30999,61.92411,25.748151,30.585164,36.238414,5495096,9455802
FI,AL,2132,31078.60847,2.708050201,15,5.298798936,5.298798936,43090.24751,4146.89625,38943.35126,38943.35126,61.92411,25.748151,41.153332,20.168331,5495096,2876101
FI,PH,8988,62819.0025,6.684611728,800,5.350426206,5.350426206,43090.24751,2951.071929,40139.17558,40139.17558,61.92411,25.748151,12.879721,121.774017,5495096,103320222
FI,UG,6698,45421.73084,5.308267697,202,5.413250651,5.413250651,43090.24751,615.3088032,42474.93871,42474.93871,61.92411,25.748151,1.373333,32.290275,5495096,41487965
FI,BF,5755,27652.66179,2.944438979,19,5.460499773,5.460499773,43090.24751,649.7304837,42440.51703,42440.51703,61.92411,25.748151,12.238333,-1.561593,5495096,18646433
FI,CM,6428,27862.66655,3.295836866,27,5.519683641,5.519683641,43090.24751,1032.648722,42057.59879,42057.59879,61.92411,25.748151,7.369722,12.354722,5495096,23439189
FI,KE,6863,50536.04934,6.450470422,633,5.523520733,5.523520733,43090.24751,1455.359765,41634.88775,41634.88775,61.92411,25.748151,-0.023559,37.906193,5495096,48461567
FI,GH,6455,33250.03067,4.465908119,87,5.565175745,5.565175745,43090.24751,1513.461034,41576.78648,41576.78648,61.92411,25.748151,7.946527,-1.023194,5495096,28206728
FI,SO,6680,15760.17896,0.693147181,2,5.595092668,5.595092668,43090.24751,434.2088097,42656.0387,42656.0387,61.92411,25.748151,5.152149,46.199616,5495096,14317996
FI,GE,2614,26735.10391,3.496507561,33,5.599112133,5.599112133,43090.24751,3853.649904,39236.59761,39236.59761,61.92411,25.748151,42.315407,43.356892,5495096,3719300
FI,LB,3093,30839.37878,4.317488114,75,5.612246004,5.612246004,43090.24751,7914.004677,35176.24283,35176.24283,61.92411,25.748151,33.854721,35.862285,5495096,6006668
FI,ML,5970,24798.82407,3.891820298,49,5.749384724,5.749384724,43090.24751,780.5071109,42309.7404,42309.7404,61.92411,25.748151,17.570692,-3.996166,5495096,17994837
FI,MW,8163,13335.47891,1.098612289,3,5.839170896,5.839170896,43090.24751,300.7948251,42789.45268,42789.45268,61.92411,25.748151,-13.254308,34.301525,5495096,18091575
FI,TJ,3914,28005.97284,5.105945474,165,5.858391507,5.858391507,43090.24751,795.8438644,42294.40365,42294.40365,61.92411,25.748151,38.861034,71.276093,5495096,8734951
