id,Target,Flow(Fij + Fji)
GB,BJ,208
GB,LB,585
GB,MW,61
GB,ZM,56
GB,MZ,273
GB,MG,169
GB,BI,59
GB,GE,240
GB,ZW,140
GB,TG,552
GB,SL,643
GB,HT,110
GB,RW,568
GB,DO,144
GB,TJ,1440
GB,GT,335
GB,PE,2349
GB,CL,38
GB,CG,36
GB,KG,389
GB,AM,829
GB,LR,453
GB,EC,937
GB,PA,6
GB,HN,420
GB,KH,2657
GB,LA,78
GB,NA,2
GB,BO,895
GB,CR,117
GB,NI,1038
GB,MN,292
GB,SV,1710
GB,PY,546
GB,LS,17
GB,SR,9
GB,BZ,3
GB,TL,123
GB,SB,14
GB,WS,584
GD,PE,1
GD,EC,1
GD,GT,1
GD,NI,1
GD,ML,1
GD,UG,1
GD,KE,3
GD,PH,2
GD,SL,1
GD,RW,1
GD,KH,1
GE,RW,1
GH,NG,5
GH,CD,1
GH,ML,1
GH,KE,4
GH,PE,1
GH,PH,8
GH,BO,2
GH,PY,1
GH,SV,1
GM,UG,1
GN,SL,1
GN,KE,1
GN,NI,2
GN,GE,1
GR,IN,1
GR,NG,3
GR,PK,7
GR,JO,1
GR,US,1
GR,LB,1
GR,ID,2
GR,AZ,1
GR,TZ,3
GR,UG,10
GR,CM,1
GR,VN,1
GR,KE,30
GR,GH,12
GR,GE,3
GR,MX,2
GR,ML,2
GR,SN,1
GR,MZ,1
GR,BJ,2
GR,MG,1
GR,MW,1
GR,RW,2
GR,PH,45
GR,AM,17
GR,TJ,8
GR,CO,4
GR,TG,3
GR,PE,7
GR,KH,10
GR,LR,5
GR,DO,1
GR,EC,2
GR,BO,2
GR,HN,3
GR,MN,7
GR,PY,6
GR,SV,5
GR,NI,8
GT,SV,2
GT,HN,1
GT,MX,21
GT,NI,6
GT,IN,10
GT,PE,5
GT,PK,15
GT,ID,9
GT,PH,17
GT,IQ,1
GT,PY,1
GT,TZ,4
GT,CM,1
GT,VN,24
GT,UG,3
GT,KE,7
GT,YE,1
GT,TG,1
GT,AZ,1
GT,LR,1
GT,JO,4
GT,TJ,3
GT,LB,2
GT,KH,35
GT,GE,1
GT,LA,2
GT,AM,1
GT,TL,1
GT,WS,2
HN,SV,2
HN,NI,5
HN,EC,1
HN,IN,14
HN,PE,1
HN,DO,1
HN,BO,1
HN,PH,5
HN,SL,1
HN,MG,1
HR,IN,3
HR,NG,2
HR,PK,8
HR,CD,1
HR,ID,3
HR,JO,1
HR,YE,1
HR,TZ,1
HR,AZ,1
HR,GH,2
HR,CM,1
HR,UG,6
HR,LB,4
HR,ML,1
HR,VN,2
HR,MX,4
HR,ZA,1
HR,KE,21
HR,MM,1
HR,PH,34
HR,AM,2
HR,BJ,3
HR,RW,1
HR,MG,1
HR,CO,4
HR,MZ,2
HR,ZM,1
HR,MW,2
HR,BI,1
HR,TJ,5
HR,TG,2
HR,KG,2
HR,SL,4
HR,PE,9
HR,GT,1
HR,KH,7
HR,EC,4
HR,BO,1
HR,HN,1
HR,MN,2
HR,NI,4
HR,PY,3
HR,SV,9
HR,WS,4
HT,IN,1
HT,TG,1
HU,UA,4
HU,TR,1
HU,IN,3
HU,EG,1
HU,MD,1
HU,PK,19
HU,NG,14
HU,AL,6
HU,IQ,3
HU,ID,3
HU,YE,1
HU,JO,4
HU,AZ,5
HU,TZ,6
HU,CI,1
HU,ZA,1
HU,LB,16
HU,MX,7
HU,UG,22
HU,VN,9
HU,GH,10
HU,KE,76
HU,ML,6
HU,GE,6
HU,PH,59
HU,SN,4
HU,AM,7
HU,BJ,2
HU,MZ,2
HU,MG,2
HU,CO,12
HU,ZW,1
HU,RW,5
HU,TJ,31
HU,KG,8
HU,SL,4
HU,TG,12
HU,CG,1
HU,HT,1
HU,GT,3
HU,LR,4
HU,DO,3
HU,PE,54
HU,KH,23
HU,LA,1
HU,EC,15
HU,HN,4
HU,MN,5
HU,BO,12
HU,NI,20
HU,SV,29
HU,CR,8
HU,PY,19
HU,WS,7
ID,VN,20
ID,TH,9
ID,PH,132
ID,PK,14
ID,KH,59
ID,NG,5
ID,NP,9
ID,LA,1
ID,AF,2
ID,TZ,8
ID,TR,7
ID,IQ,3
ID,MZ,1
ID,UG,6
ID,MG,5
ID,YE,3
ID,KE,33
ID,UA,3
ID,MX,15
ID,US,4943
ID,ZM,1
ID,TL,4
ID,ZW,3
ID,CM,4
ID,RW,2
ID,BI,1
ID,GH,7
ID,TJ,26
ID,AZ,6
ID,KG,11
ID,IL,6
ID,ML,6
ID,BJ,4
ID,LB,4
ID,MN,7
ID,SN,6
ID,GE,1
ID,CG,1
ID,PE,36
ID,TG,6
ID,AM,3
ID,SL,4
ID,HT,1
ID,DO,1
ID,EC,8
ID,LS,1
ID,BO,7
ID,PY,3
ID,HN,8
ID,LR,10
ID,SV,24
ID,NI,22
ID,WS,2
ID,BZ,1
IE,IN,59
IE,US,5
IE,TR,3
IE,UA,3
IE,EG,2
IE,NG,37
IE,PK,62
IE,IQ,3
IE,BG,1
IE,CD,11
IE,ID,27
IE,MX,48
IE,BA,1
IE,AF,4
IE,TH,1
IE,BF,7
IE,IL,1
IE,GH,32
IE,ML,20
IE,YE,9
IE,TZ,26
IE,MM,3
IE,CM,7
IE,MD,2
IE,SN,20
IE,VN,41
IE,NP,3
IE,UG,85
IE,AL,9
IE,KE,240
IE,CO,85
IE,JO,25
IE,AZ,19
IE,BJ,8
IE,PH,691
IE,MG,7
IE,MW,6
IE,BI,2
IE,LB,46
IE,MZ,20
IE,DO,6
IE,TG,15
IE,ZM,9
IE,SL,26
IE,HT,12
IE,RW,20
IE,CL,1
IE,GE,14
IE,PE,105
IE,GT,25
IE,ZW,20
IE,TJ,78
IE,KG,12
IE,EC,45
IE,CG,3
IE,LR,23
IE,AM,42
IE,LA,1
IE,HN,33
IE,KH,117
IE,BO,59
IE,CR,9
IE,NI,67
IE,SV,165
IE,PY,37
IE,MN,20
IE,SR,1
IE,TL,13
IE,SB,1
IE,WS,16
IL,JO,20
IL,LB,27
IL,TR,2
IL,IN,10
IL,IQ,6
IL,UA,1
IL,PK,20
IL,NG,13
IL,YE,3
IL,AF,2
IL,AZ,6
IL,CD,9
IL,TZ,13
IL,UG,33
IL,KE,101
IL,ZA,1
IL,GE,16
IL,US,261
IL,NP,1
IL,AM,10
IL,CM,3
IL,MM,2
IL,AL,1
IL,VN,20
IL,BF,2
IL,CI,2
IL,GH,29
IL,MW,2
IL,MG,3
IL,BI,2
IL,PH,202
IL,MX,17
IL,MZ,7
IL,RW,25
IL,TJ,32
IL,ML,18
IL,BJ,10
IL,SN,12
IL,KG,9
IL,TG,13
IL,CG,2
IL,CO,21
IL,SL,18
IL,KH,78
IL,LR,6
IL,HT,2
IL,PE,106
IL,DO,4
IL,GT,10
IL,EC,22
IL,MN,6
IL,HN,9
IL,BO,24
IL,PY,11
IL,CR,4
IL,SV,33
IL,NI,40
IL,WS,30
IN,PK,39
IN,NP,2
IN,AF,1
IN,MM,1
IN,ID,5
IN,VN,8
IN,EG,4
IN,IQ,3
IN,TR,12
IN,TJ,27
IN,NG,15
IN,PH,194
IN,KG,8
IN,UA,4
IN,YE,4
IN,TZ,7
IN,CD,6
IN,AZ,4
IN,LA,1
IN,KE,111
IN,UG,31
IN,KH,52
IN,MG,2
IN,US,5091
IN,JO,8
IN,MZ,4
IN,MX,16
IN,CM,3
IN,MW,4
IN,GE,2
IN,BI,1
IN,ZW,3
IN,LB,12
IN,BF,3
IN,GH,32
IN,RW,16
IN,MN,7
IN,AM,18
IN,ML,26
IN,BJ,7
IN,SN,11
IN,CG,1
IN,TG,18
IN,PE,44
IN,SL,18
IN,EC,23
IN,LR,10
IN,BO,9
IN,CR,2
IN,PY,16
IN,PA,2
IN,NI,20
IN,SV,57
IN,WS,10
IQ,EG,1
IQ,AZ,1
IQ,YE,1
IQ,AM,1
IQ,TZ,2
IQ,UG,2
IQ,HN,1
IR,IN,2
IR,PK,7
IR,YE,1
IR,ID,1
IR,AM,2
IR,US,1
IR,NG,36
IR,TZ,1
IR,VN,1
IR,TJ,7
IR,UG,3
IR,KE,46
IR,PH,116
IR,MX,1
IR,GH,3
IR,MZ,1
IR,MG,6
IR,ML,2
IR,ZW,2
IR,KH,21
IR,CO,14
IR,TG,5
IR,SL,2
IR,PE,6
IR,LR,1
IR,EC,1
IR,BO,2
IR,HN,2
IR,PY,1
IR,NI,7
IR,SV,11
IS,CN,1
IS,IN,8
IS,US,2
IS,EG,2
IS,NG,11
IS,UA,9
IS,TR,15
IS,BR,2
IS,PK,27
IS,MX,12
IS,ID,6
IS,IQ,2
IS,CD,2
IS,AF,2
IS,ZA,1
IS,TH,2
IS,MM,1
IS,VN,9
IS,CO,10
IS,ML,2
IS,BF,2
IS,YE,2
IS,TZ,9
IS,GH,7
IS,PH,98
IS,NP,4
IS,SN,9
IS,UG,27
IS,CM,7
IS,KE,82
IS,MD,1
IS,DO,1
IS,AZ,9
IS,JO,10
IS,GT,6
IS,HT,5
IS,MZ,3
IS,AL,2
IS,BJ,6
IS,PE,42
IS,LB,5
IS,ZM,2
IS,SL,4
IS,ZW,2
IS,EC,14
IS,RW,4
IS,MG,14
IS,GE,3
IS,TG,6
IS,KG,5
IS,TJ,35
IS,HN,14
IS,BI,8
IS,AM,8
IS,CG,1
IS,LR,7
IS,PA,1
IS,KH,41
IS,BO,15
IS,CR,3
IS,SV,17
IS,NI,18
IS,LA,13
IS,PY,9
IS,MN,12
IS,LS,2
IS,TL,5
IS,SB,3
IS,WS,13
IT,IN,32
IT,TR,9
IT,EG,8
IT,UA,13
IT,BG,1
IT,AL,9
IT,NG,66
IT,US,18
IT,IQ,9
IT,PK,135
IT,CD,18
IT,IL,1
IT,MD,2
IT,CI,1
IT,ID,28
IT,ZA,11
IT,AF,8
IT,YE,17
IT,BF,18
IT,JO,49
IT,CM,19
IT,TZ,60
IT,GH,98
IT,UG,236
IT,LB,49
IT,AZ,25
IT,MX,66
IT,ML,84
IT,KE,679
IT,NP,4
IT,MM,10
IT,VN,51
IT,SN,75
IT,BJ,27
IT,ZM,2
IT,MW,6
IT,GE,17
IT,PH,933
IT,BI,9
IT,MG,18
IT,MZ,31
IT,CO,95
IT,RW,61
IT,TG,86
IT,ZW,24
IT,AM,66
IT,CG,2
IT,SL,88
IT,TJ,158
IT,KG,40
IT,DO,12
IT,LR,70
IT,HT,15
IT,PE,321
IT,CL,7
IT,GT,33
IT,EC,88
IT,LA,7
IT,KH,304
IT,HN,44
IT,BO,98
IT,PA,2
IT,CR,10
IT,MN,34
IT,PY,104
IT,NI,134
IT,SV,169
IT,TL,10
IT,BZ,2
IT,SB,1
IT,WS,50
JM,NI,1
JM,GH,1
JM,PH,2
JM,KE,4
JM,LR,1
JO,LB,1
JO,PK,1
JO,AZ,1
JO,ID,1
JO,KE,4
JO,GE,1
JO,AM,1
JO,RW,1
JO,PH,9
JO,BA,1
JO,ML,1
JO,TJ,6
JO,MX,12
JO,SN,1
JO,KH,2
JO,PE,4
JO,PY,1
JO,SV,1
JO,NI,1
JP,CN,1
JP,IN,51
JP,ID,94
JP,PH,1253
JP,VN,159
JP,PK,216
JP,US,7
JP,MM,10
JP,EG,7
JP,NP,9
JP,BR,1
JP,TR,13
JP,AF,9
JP,MX,65
JP,LK,1
JP,NG,99
JP,UA,26
JP,IQ,18
JP,LA,4
JP,KH,555
JP,CD,36
JP,TZ,73
JP,ZA,18
JP,MN,53
JP,YE,46
JP,SO,1
JP,KE,484
JP,CI,1
JP,UG,233
JP,MG,20
JP,CO,142
JP,IL,3
JP,KG,104
JP,MW,8
JP,MZ,47
JP,CM,18
JP,AZ,72
JP,ZM,6
JP,TJ,525
JP,GH,97
JP,BF,20
JP,ZW,25
JP,GT,65
JP,CL,3
JP,JO,113
JP,PE,321
JP,ML,66
JP,BI,16
JP,MD,4
JP,RW,107
JP,SN,72
JP,HT,24
JP,DO,30
JP,LB,92
JP,BJ,30
JP,EC,153
JP,GE,80
JP,TL,40
JP,HN,97
JP,CG,5
JP,TG,91
JP,AL,33
JP,BO,120
JP,AM,268
JP,CR,28
JP,SL,100
JP,SV,294
JP,NI,280
JP,LS,1
JP,LR,56
JP,PY,109
JP,BZ,1
JP,WS,67
KE,UG,8
KE,RW,5
KE,NG,14
KE,YE,4
KE,PK,5
KE,ZW,1
KE,MG,2
KE,MZ,7
KE,UA,8
KE,VN,14
KE,BJ,2
KE,PH,26
KE,ML,4
KE,TG,1
KE,LB,5
KE,SN,7
KE,US,60113
KE,MX,102
KE,TJ,5
KE,GE,1
KE,SL,5
KE,KH,12
KE,PE,5
KE,LR,2
KE,AM,1
KE,PY,2
KE,HN,4
KE,MN,4
KE,NI,5
KE,SV,7
KE,PA,11
KG,PK,2
KG,TJ,4
KG,PH,1
KG,VN,4
KG,UG,1
KG,KH,3
KG,LB,1
KG,AM,1
KG,SN,1
KG,PE,2
KG,GT,2
KG,HN,1
KG,WS,1
KH,PH,30
KH,PK,3
KH,LK,4
KH,NG,1
KH,TR,9
KH,UG,3
KH,TJ,2
KH,MX,50
KH,SN,1
KH,BJ,1
KH,PE,3
KH,SV,3
KH,WS,1
KM,KE,1
KN,KE,1
KN,LR,1
KN,JO,1
KR,IN,3
KR,ID,8
KR,PH,124
KR,PK,21
KR,VN,23
KR,MM,5
KR,US,4
KR,NP,1
KR,EG,4
KR,NG,10
KR,MX,4
KR,UA,4
KR,LA,1
KR,KH,45
KR,MN,7
KR,TZ,2
KR,CD,3
KR,ZA,1
KR,YE,2
KR,KG,3
KR,KE,53
KR,UG,20
KR,TJ,24
KR,MZ,2
KR,MG,5
KR,AZ,6
KR,CO,8
KR,GH,9
KR,CM,8
KR,BF,4
KR,RW,2
KR,ZW,4
KR,JO,14
KR,ML,4
KR,GT,5
KR,SN,4
KR,LB,6
KR,PE,21
KR,GE,3
KR,BJ,3
KR,CL,1
KR,TL,1
KR,EC,9
KR,HT,4
KR,HN,3
KR,AM,14
KR,TG,7
KR,SL,3
KR,AL,6
KR,BO,6
KR,NI,10
KR,SV,20
KR,LR,6
KR,PY,4
KR,WS,7
KW,IN,3
KW,IQ,2
KW,EG,4
KW,PK,27
KW,AF,1
KW,YE,21
KW,AZ,9
KW,JO,17
KW,NG,28
KW,ID,8
KW,CD,2
KW,GE,1
KW,VN,1
KW,LB,18
KW,TZ,16
KW,KE,41
KW,UG,21
KW,AM,4
KW,TJ,48
KW,CM,2
KW,PH,59
KW,MZ,1
KW,MW,2
KW,GH,9
KW,KG,5
KW,RW,7
KW,ZW,1
KW,MX,5
KW,BF,5
KW,ML,11
KW,BJ,3
KW,SN,5
KW,KH,18
KW,CO,9
KW,TG,4
KW,SL,10
KW,PE,12
KW,MN,2
KW,LR,4
KW,EC,2
KW,HT,4
KW,BO,2
KW,LS,1
KW,HN,3
KW,PY,8
KW,CR,1
KW,NI,10
KW,SV,18
KW,TL,1
KW,SB,1
KZ,IN,1
KZ,PH,26
KZ,KE,8
KZ,KH,1
KZ,LB,1
KZ,RW,2
KZ,SN,1
KZ,BJ,1
KZ,TG,1
KZ,HT,1
KZ,HN,1
KZ,NI,1
KZ,SV,2
LA,KH,5
LA,PH,10
LA,PK,4
LA,NG,1
LA,TZ,2
LA,UG,1
LA,KE,11
LA,US,606
LA,KG,1
LA,TJ,5
LA,MX,6
LA,MZ,2
LA,AZ,1
LA,MN,1
LA,GH,3
LA,RW,1
LA,BF,1
LA,ML,1
LA,AM,1
LA,TL,2
LA,PE,7
LA,SL,1
LA,AL,1
LA,EC,4
LA,LR,1
LA,BO,2
LA,HN,4
LA,PY,3
LA,NI,4
LA,SV,11
LA,CR,2
LA,PA,1
LA,WS,2
LB,TR,3
LB,YE,1
LB,UG,2
LB,NP,1
LB,GH,1
LB,MX,12
LB,SN,1
LB,BJ,2
LB,KH,3
LB,PE,6
LB,PY,1
LB,NI,2
LB,WS,2
LC,TG,1
LI,KH,1
LK,IN,2
LK,PH,12
LK,KE,4
LK,UG,1
LK,TJ,2
LK,MX,1
LK,KG,1
LK,CO,1
LK,PE,1
LK,LR,1
LK,NI,1
LK,SV,4
LR,SL,1
LR,ML,1
LR,WS,1
LS,KE,3
LT,PK,2
LT,IQ,1
LT,AZ,2
LT,TZ,1
LT,UG,1
LT,VN,2
LT,MM,1
LT,MX,3
LT,PH,8
LT,KE,9
LT,BF,1
LT,AM,1
LT,GE,4
LT,ML,3
LT,CO,1
LT,PE,2
LT,KH,3
LT,BO,2
LT,NI,1
LT,SV,3
LT,PY,1
LT,CR,1
LU,IN,7
LU,UA,2
LU,TR,2
LU,EG,1
LU,US,2
LU,NG,5
LU,PK,20
LU,AL,1
LU,ID,8
LU,AF,1
LU,MX,3
LU,BF,1
LU,TZ,2
LU,GH,6
LU,JO,2
LU,SN,1
LU,CM,5
LU,AZ,3
LU,MM,2
LU,ML,9
LU,UG,28
LU,VN,12
LU,NP,2
LU,KE,93
LU,LB,8
LU,PH,125
LU,CO,40
LU,MZ,4
LU,MW,2
LU,BI,1
LU,GE,7
LU,RW,4
LU,MG,7
LU,ZW,4
LU,TJ,21
LU,DO,1
LU,SL,11
LU,TG,16
LU,AM,18
LU,GT,3
LU,KG,10
LU,PE,40
LU,HT,5
LU,LR,5
LU,CL,1
LU,EC,16
LU,KH,32
LU,HN,8
LU,BO,12
LU,PY,5
LU,MN,7
LU,CR,4
LU,NI,16
LU,SV,43
LU,LS,4
LU,WS,23
LV,NG,1
LV,KE,1
LV,NP,1
LV,GE,1
LV,TJ,2
LV,CO,1
LV,SN,1
LV,RW,1
LV,ZM,1
LV,TG,1
LV,ZW,2
LV,PE,2
LV,HN,2
LV,SV,2
LV,PY,1
LY,KE,1
LY,TZ,1
LY,VN,1
LY,PH,2
LY,HT,1
LY,WS,1
MA,IN,1
MA,NG,1
MA,ML,1
MA,PK,7
MA,ID,1
MA,CM,1
MA,MX,1
MA,UG,1
MA,KE,3
MA,TG,1
MA,VN,1
MA,PH,5
MA,PE,2
MA,TJ,1
MA,SV,1
MA,NI,2
MA,TL,1
MC,IN,1
MC,PK,1
MC,TZ,1
MC,KE,3
MC,UG,3
MC,VN,1
MC,LB,4
MC,PH,8
MC,MG,1
MC,SL,1
MC,BI,1
MC,PE,4
MC,GT,1
MC,CL,1
MC,KH,7
MC,BO,1
MC,HN,1
MC,NI,1
MC,PY,1
MD,LB,1
MD,GE,2
MD,TJ,1
MD,MN,1
MD,BO,1
ME,KE,1
MG,PE,2
MH,BO,1
MH,SV,1
ML,SN,5
ML,BJ,1
ML,TJ,1
MM,VN,1
MM,PH,6
MM,KE,5
MM,RW,1
MM,JO,2
MM,CO,2
MM,PE,1
MM,EC,1
MN,PK,3
MN,PH,5
MN,VN,14
MN,TJ,1
MN,MX,6
MN,UG,1
MN,TZ,5
MN,KH,43
MN,AZ,2
MN,MZ,1
MN,PE,2
MN,HN,1
MN,NI,1
MN,WS,1
MO,TR,1
MO,IN,1
MO,NG,1
MO,PK,4
MO,JO,1
MO,CD,1
MO,ID,1
MO,KE,7
MO,MX,1
MO,VN,2
MO,NP,1
MO,MM,2
MO,PH,5
MO,TJ,1
MO,CO,2
MO,PE,1
MO,KH,5
MO,GT,1
MO,EC,1
MO,DO,1
MO,LA,1
MO,BO,1
MO,HN,2
MO,MN,1
MO,PY,1
MO,NI,1
MO,SV,6
MO,WS,1
MT,IN,1
MT,TR,2
MT,UA,1
MT,AL,1
MT,PK,5
MT,IQ,1
MT,US,2
MT,BA,1
MT,JO,1
MT,TZ,2
MT,GH,3
MT,AF,1
MT,UG,10
MT,KE,14
MT,LB,8
MT,MX,2
MT,SN,2
MT,MM,1
MT,VN,5
MT,TG,1
MT,MG,1
MT,CO,2
MT,PH,40
MT,AM,1
MT,GE,6
MT,SL,5
MT,LR,1
MT,TJ,10
MT,KG,2
MT,PE,16
MT,GT,3
MT,EC,4
MT,KH,33
MT,BO,6
MT,HN,5
MT,CR,1
MT,NI,5
MT,MN,4
MT,PY,9
MT,SV,8
MT,WS,3
MU,MG,1
MU,TZ,1
MU,ID,2
MU,PK,3
MU,NG,2
MU,UG,3
MU,ZW,1
MU,YE,1
MU,PH,3
MU,RW,1
MU,GH,1
MU,MX,1
MU,AZ,1
MU,TJ,1
MU,SL,1
MU,EC,1
MU,LR,1
MU,GT,2
MU,AL,1
MU,SV,2
MU,SR,1
MV,KE,1
MW,KE,4
MW,UG,2
MW,NG,1
MW,MG,1
MW,PK,1
MW,PH,11
MW,US,573
MW,TG,1
MW,CO,1
MW,KH,1
MW,PE,1
MW,LA,1
MW,HT,1
MW,SV,1
MX,US,11664
MX,HN,16
MX,SV,83
MX,NI,41
MX,HT,5
MX,NG,10
MX,PE,68
MX,PA,1
MX,PK,35
MX,TR,4
MX,CD,3
MX,UA,4
MX,VN,10
MX,BZ,2
MX,MM,1
MX,BO,30
MX,PH,189
MX,IQ,7
MX,TZ,12
MX,ML,4
MX,GH,14
MX,BF,3
MX,SN,9
MX,UG,21
MX,CM,7
MX,NP,3
MX,YE,7
MX,PY,18
MX,MZ,8
MX,MW,1
MX,ZM,1
MX,BJ,4
MX,MG,5
MX,ZW,4
MX,SL,15
MX,TG,10
MX,AZ,11
MX,RW,12
MX,LR,9
MX,BA,1
MX,TJ,37
MX,SR,1
MX,KG,11
MX,AL,3
MX,GE,7
MX,AM,14
MX,TL,3
MX,WS,9
MY,ID,35
MY,VN,20
MY,IN,27
MY,CN,59
MY,TH,35
MY,MM,48
MY,KH,102
MY,PH,339
MY,PK,54
MY,AF,1
MY,NP,78
MY,LA,65
MY,US,8
MY,ZA,8
MY,IQ,2
MY,EG,59
MY,TZ,14
MY,NG,138
MY,TR,50
MY,CD,9
MY,UA,2
MY,YE,13
MY,KE,100
MY,BR,51
MY,UG,41
MY,MZ,4
MY,MG,46
MY,MX,13
MY,ZW,2
MY,SO,33
MY,TJ,40
MY,KG,9
MY,AZ,8
MY,ZM,13
MY,IL,1
MY,MW,53
MY,CM,22
MY,GH,19
MY,BI,4
MY,RW,16
MY,JO,16
MY,TL,12
MY,BF,13
MY,MN,6
MY,ML,12
MY,CO,33
MY,SN,8
MY,BJ,9
MY,LB,19
MY,CG,1
MY,GE,12
MY,AM,6
MY,TG,8
MY,PE,70
MY,GT,9
MY,AL,2
MY,SL,18
MY,DO,6
MY,MD,63
MY,EC,40
MY,LR,8
MY,HT,20
MY,HN,8
MY,BO,28
MY,LS,50
MY,PY,21
MY,NI,16
MY,CR,6
MY,SV,38
MY,PA,15
MY,SB,61
MY,WS,10
MY,SR,32
MY,BZ,41
MY,VC,5
MZ,PY,1
MZ,GT,1
NA,CD,2
NA,TZ,1
NA,KE,5
NA,GH,1
NA,KH,1
NA,EC,1
NA,SV,1
NG,BJ,1
NG,TG,5
NG,UG,1
NG,SN,1
NG,RW,1
NG,US,10378
NG,JO,1
NG,PH,7
NG,PE,1
NG,TJ,1
NG,PY,1
NG,HN,1
NI,SV,1
NI,PE,1
NI,NG,1
NI,PH,6
NI,TZ,3
NI,UG,2
NI,MZ,1
NI,WS,1
NL,CN,2
NL,IN,229
NL,TR,31
NL,UA,103
NL,EG,48
NL,US,38
NL,NG,474
NL,BR,3
NL,PK,769
NL,BA,7
NL,IQ,77
NL,CD,123
NL,CI,2
NL,MD,9
NL,TH,2
NL,ID,335
NL,AF,38
NL,TD,3
NL,IL,7
NL,MX,383
NL,ZA,8
NL,AL,101
NL,YE,81
NL,BF,127
NL,MM,34
NL,TZ,378
NL,CM,123
NL,GH,603
NL,VN,423
NL,JO,233
NL,UG,1145
NL,ML,575
NL,SO,4
NL,AZ,378
NL,KE,3881
NL,SN,581
NL,NP,257
NL,PH,5731
NL,LB,440
NL,CO,1091
NL,MW,35
NL,BJ,383
NL,ZM,45
NL,GE,164
NL,MG,123
NL,MZ,202
NL,BI,45
NL,LK,180
NL,ZW,92
NL,RW,357
NL,SL,443
NL,AM,421
NL,TJ,1407
NL,TG,717
NL,DO,107
NL,HT,113
NL,KG,268
NL,GT,238
NL,CG,28
NL,CL,26
NL,PE,2212
NL,LR,260
NL,EC,1274
NL,LA,25
NL,PA,3
NL,HN,255
NL,KH,1940
NL,BO,868
NL,CR,205
NL,MN,398
NL,PY,361
NL,NI,1265
NL,SV,2124
NL,LS,10
NL,SR,17
NL,BZ,1
NL,TL,67
NL,SB,13
NL,WS,304
NO,CN,1
NO,IN,153
NO,UA,77
NO,TR,12
NO,US,34
NO,EG,21
NO,PK,399
NO,NG,152
NO,BR,4
NO,BG,2
NO,IQ,79
NO,BA,1
NO,ID,102
NO,MD,5
NO,CD,64
NO,AF,36
NO,ZA,6
NO,MX,190
NO,CI,3
NO,IL,7
NO,MM,14
NO,YE,88
NO,VN,252
NO,TZ,218
NO,BF,34
NO,AL,39
NO,AZ,153
NO,NP,55
NO,SO,1
NO,CM,60
NO,JO,162
NO,GH,294
NO,UG,666
NO,KE,1493
NO,ML,157
NO,PH,3457
NO,LK,5
NO,SN,146
NO,LB,233
NO,MW,8
NO,CO,541
NO,GE,133
NO,ZM,16
NO,MG,54
NO,MZ,72
NO,BJ,96
NO,TJ,525
NO,BI,28
NO,KG,156
NO,AM,230
NO,ZW,57
NO,HT,29
NO,RW,205
NO,DO,51
NO,TG,194
NO,GT,125
NO,SL,203
NO,PE,1153
NO,CL,17
NO,CG,19
NO,EC,332
NO,LA,17
NO,KH,937
NO,PA,1
NO,LR,153
NO,HN,183
NO,MN,168
NO,BO,381
NO,CR,59
NO,NI,514
NO,SV,808
NO,PY,236
NO,LS,28
NO,SR,1
NO,TL,69
NO,BZ,4
NO,SB,10
NO,WS,220
NP,PH,7
NP,KH,2
NP,KE,2
NP,GH,1
NP,EC,1
NP,PY,1
NZ,IN,43
NZ,ID,88
NZ,BR,1
NZ,US,4
NZ,TH,1
NZ,MX,51
NZ,VN,102
NZ,PH,648
NZ,PK,124
NZ,NG,42
NZ,ZA,1
NZ,MM,12
NZ,EG,5
NZ,CD,14
NZ,TR,6
NZ,TZ,29
NZ,AF,2
NZ,NP,7
NZ,CL,7
NZ,CO,109
NZ,MZ,27
NZ,MG,23
NZ,PE,215
NZ,IQ,9
NZ,UA,12
NZ,CI,1
NZ,ZM,2
NZ,SO,1
NZ,KE,511
NZ,MW,6
NZ,UG,183
NZ,YE,17
NZ,GT,32
NZ,KH,309
NZ,CM,14
NZ,EC,66
NZ,ZW,24
NZ,GH,40
NZ,BF,6
NZ,LA,9
NZ,BI,4
NZ,BO,80
NZ,DO,11
NZ,HT,16
NZ,ML,26
NZ,HN,44
NZ,SB,3
NZ,SN,26
NZ,RW,76
NZ,PY,64
NZ,BJ,17
NZ,CR,16
NZ,CG,2
NZ,AZ,34
NZ,NI,96
NZ,TL,25
NZ,JO,30
NZ,TJ,106
NZ,SV,181
NZ,KG,33
NZ,TG,37
NZ,LS,2
NZ,SL,43
NZ,MN,25
NZ,LB,47
NZ,LR,35
NZ,MD,6
NZ,GE,19
NZ,WS,236
NZ,AM,44
NZ,AL,14
NZ,SR,1
NZ,BZ,5
OM,IN,6
OM,PK,383
OM,TR,1
OM,AF,22
OM,IQ,44
OM,ID,11
OM,YE,56
OM,NP,1
OM,NG,12
OM,UA,1
OM,MM,6
OM,TZ,12
OM,VN,8
OM,CD,3
OM,KE,113
OM,UG,34
OM,IL,1
OM,AZ,19
OM,PH,60
OM,TJ,119
OM,JO,96
OM,CM,5
OM,MZ,5
OM,ZW,1
OM,AM,1
OM,GE,4
OM,KG,50
OM,BI,5
OM,RW,23
OM,LB,187
OM,GH,31
OM,MX,20
OM,BF,5
OM,KH,81
OM,BA,1
OM,ML,32
OM,BJ,18
OM,CO,20
OM,AL,3
OM,SN,21
OM,CG,3
OM,TG,11
OM,CL,1
OM,PE,39
OM,MN,18
OM,SL,33
OM,LR,4
OM,EC,11
