country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
HR,MZ,7383.0806,14.6066,0.69315,0.68033,11708.5972,11708.5972
EE,AZ,2596.4431,14.4607,0,0.68133,13697.7509,13697.7509
BE,BI,6464.3605,14.8656,1.9459,0.68311,40810.4299,40810.4299
DK,UG,6435.1622,15.5633,5.2983,0.68612,52802.3555,52802.3555
IT,CR,9802.1984,14.9351,2.3026,0.68821,18702.6301,18702.6301
CO,LB,11557.5544,14.5984,0.69315,0.68849,-2108.3993,2108.3993
AE,BJ,5685.1052,14.9528,2.3979,0.69043,36832.7671,36832.7671
AE,KH,5513.1662,15.3856,4.4773,0.69221,36352.3002,36352.3002
AT,MG,8045.2851,15.0287,2.7726,0.69278,43775.1963,43775.1963
IE,VN,10410.0363,15.2223,3.7136,0.69583,59420.7927,59420.7927
IE,NP,7660.1028,14.6732,1.0986,0.6985,60876.9504,60876.9504
IT,MN,6849.1005,15.1793,3.5264,0.69977,26840.8165,26840.8165
SI,LB,2230.7371,14.7288,1.3863,0.70301,13390.5655,13390.5655
CA,ML,9131.8803,15.8735,6.8638,0.70308,41377.4209,41377.4209
NL,BI,6593.5564,15.2313,3.8067,0.70634,45009.0526,45009.0526
KW,BF,5395.2301,14.7695,1.6094,0.70893,28325.6695,28325.6695
OM,RW,3849.607,15.0848,3.1355,0.71257,14279.5223,14279.5223
NZ,PK,13386.0963,15.4368,4.8203,0.71265,37958.4305,37958.4305
IR,NI,13348.1434,14.8347,1.9459,0.71406,2806.198,2806.198
AE,SN,7189.8804,14.832,1.9459,0.71672,36664.1337,36664.1337
ZA,CR,12149.0405,14.4252,0,0.71684,-6551.0442,6551.0442
LV,NP,5565.5855,14.4222,0,0.71988,13388.5314,13388.5314
OM,GE,2592.7416,14.7108,1.3863,0.72095,11128.708,11128.708
TL,KH,3306.386,14.4194,0,0.72265,832.0928,832.0928
SI,VN,9133.8304,14.646,1.0986,0.72568,19118.8799,19118.8799
AU,MW,10306.985,15.2287,3.8918,0.72678,49627.0247,49627.0247
BO,MM,17779.0146,14.4152,0,0.7268,1829.9385,1829.9385
CR,UA,10961.8097,14.4139,0,0.72813,9638.9101,9638.9101
GB,BO,9748.905,15.833,6.7968,0.72958,36794.4323,36794.4323
BO,MW,10415.1965,14.4121,0,0.72997,2804.1613,2804.1613
NO,VN,9177.4999,15.5664,5.5294,0.73134,68626.7871,68626.7871
FR,CR,8917.7475,15.223,3.8918,0.73239,25030.3302,25030.3302
HU,CG,5281.6813,14.4055,0,0.73652,11136.6026,11136.6026
VN,LR,12775.9712,14.7788,1.7918,0.73771,1730.3195,1730.3195
GR,PE,11237.9848,14.8102,1.9459,0.73858,12058.3192,12058.3192
JP,SL,14143.3919,15.3621,4.6052,0.7424,38398.4183,38398.4183
PT,DO,6311.5766,14.8307,2.0794,0.74593,13091.0847,13091.0847
LT,ML,4802.2758,14.6225,1.0986,0.74913,14099.1732,14099.1732
BA,CO,9813.135,14.3903,0,0.7517,-1096.8871,1096.8871
PT,HT,6478.7536,14.7969,1.9459,0.75184,19073.7128,19073.7128
MY,LB,7549.8445,15.0053,2.9444,0.75209,1588.5637,1588.5637
JP,BO,16924.171,15.3898,4.7875,0.75281,35789.5116,35789.5116
MT,BA,930.5907,14.389,0,0.75305,20349.4523,20349.4523
MY,BJ,10987.8847,14.8482,2.1972,0.75311,8713.128,8713.128
AT,AM,2564.0349,15.1743,3.7612,0.7538,40570.3632,40570.3632
KE,HN,13655.465,14.6777,1.3863,0.75409,-905.7979,905.7979
CA,SN,8789.5234,15.795,6.7358,0.75486,41199.8542,41199.8542
CA,UG,12617.2194,16.0622,8.0199,0.75597,41542.6192,41542.6192
MW,LA,8317.3173,14.3851,0,0.75699,-2052.358,2052.358
KR,AM,6991.0741,14.9361,2.6391,0.7575,23932.6541,23932.6541
PT,LR,3668.2864,15.0796,3.3322,0.75883,19357.9375,19357.9375
NL,LK,8328.0077,15.4647,5.193,0.76267,41459.3852,41459.3852
GB,NA,8955.7984,14.5232,0.69315,0.76372,35758.9265,35758.9265
SE,LB,3177.8981,15.5888,5.793,0.76399,43685.8642,43685.8642
SE,KE,6891.5601,16.1285,8.3821,0.76535,50144.5091,50144.5091
CZ,CG,5564.9099,14.3741,0,0.76798,16738.3049,16738.3049
CL,NI,5585.5891,15.0769,3.3673,0.76889,11641.544,11641.544
DE,CR,9455.2071,15.3177,4.5218,0.76941,30111.4205,30111.4205
CA,SO,12754.8743,14.9766,2.8904,0.76949,41723.7192,41723.7192
JP,CR,13276.7473,15.0681,3.3322,0.77037,27069.8296,27069.8296
BR,MN,15746.4752,14.7458,1.7918,0.77067,4963.4968,4963.4968
NP,EC,16515.0176,14.37,0,0.772,-5239.4516,5239.4516
MY,CG,9582.2593,14.37,0,0.77206,7974.3236,7974.3236
VN,SV,16386.5561,14.5996,1.0986,0.77206,-2037.8943,2037.8943
MN,UG,8504.4404,14.3674,0,0.77461,3071.1429,3071.1429
FI,JO,3566.819,15.2226,4.0943,0.77511,39002.31,39002.31
NI,PH,15886.6772,14.7388,1.7918,0.7777,-799.6899,799.6899
CL,BJ,9186.3569,14.6516,1.3863,0.78015,13003.4856,13003.4856
AZ,PE,13413.0996,14.3602,0,0.78183,-2168.7136,2168.7136
ES,CR,8463.1519,14.9628,2.8904,0.78334,14703.8537,14703.8537
CA,CR,5518.7708,15.5711,5.826,0.78855,30333.2899,30333.2899
FI,PH,9057.8658,15.7499,6.6846,0.78919,40139.1756,40139.1756
HR,MG,7790.9873,14.3523,0,0.78976,11689.3477,11689.3477
AT,CO,9546.4369,15.3566,4.8122,0.79114,38370.9099,38370.9099
CA,SV,4938.6519,16.0604,8.1867,0.79267,37934.3434,37934.3434
FI,CM,6164.9065,15.036,3.2958,0.79484,42057.5988,42057.5988
GE,RW,5104.2756,14.3469,0,0.79515,3150.8143,3150.8143
HR,AM,2490.9029,14.4915,0.69315,0.7954,8484.5145,8484.5145
CA,IL,9649.8934,15.0187,3.2189,0.79614,4865.3158,4865.3158
BG,KG,4019.1075,14.8028,2.1972,0.79842,6273.7596,6273.7596
BE,TG,4669.4538,15.1915,4.0604,0.79921,40517.6956,40517.6956
SE,MW,8279.0473,14.7764,2.0794,0.8003,51299.074,51299.074
IR,SV,13515.4842,14.841,2.3979,0.80225,733.9954,733.9954
HR,RW,5428.1361,14.3384,0,0.80366,11387.831,11387.831
QA,GH,5846.5489,14.5672,1.0986,0.80446,57817.399,57817.399
AU,CI,15276.1752,14.7116,1.7918,0.80496,48401.6223,48401.6223
AT,RW,5697.8907,14.9821,3.091,0.80599,43473.6796,43473.6796
TW,BI,10264.1376,14.6706,1.6094,0.80785,22312.2726,22312.2726
CN,WS,10345.0612,14.7372,1.9459,0.81149,4095.4195,4095.4195
LV,GE,2095.0738,14.323,0,0.81902,10264.414,10264.414
IE,UG,6874.9701,15.2481,4.4427,0.82242,60991.1741,60991.1741
SG,MX,16034.5623,14.8385,2.4849,0.82287,44759.4079,44759.4079
IL,CO,11545.378,14.9533,3.0445,0.82509,31487.0069,31487.0069
KR,SL,13516.4294,14.5453,1.0986,0.82636,27042.7567,27042.7567
MU,PH,7932.4597,14.5453,1.0986,0.82637,6676.5239,6676.5239
AU,UG,11226.9301,15.8876,7.5246,0.82705,49312.5107,49312.5107
FI,UG,6755.3325,15.4241,5.3083,0.82736,42474.9387,42474.9387
HR,CO,9608.317,14.603,1.3863,0.82875,6285.0612,6285.0612
VE,LB,10745.7581,14.3115,0,0.83054,1343.9953,1343.9953
AU,KE,10596.3572,16.1586,8.8429,0.8316,48472.4598,48472.4598
DK,NP,6486.0381,15.1888,4.2047,0.832,52688.1318,52688.1318
TH,EC,18451.4349,15.0137,3.3673,0.83208,-61.0707,61.0707
FI,AL,2339.5847,14.8759,2.7081,0.83217,38943.3513,38943.3513
KR,TG,12583.4975,14.7164,1.9459,0.83238,26960.3444,26960.3444
CZ,SL,5245.5998,14.8589,2.6391,0.83468,17770.5002,17770.5002
EC,SL,7447.9724,14.597,1.3863,0.83482,5472.9347,5472.9347
AU,ZM,10932.1565,15.0243,3.434,0.83543,48749.4316,48749.4316
VN,NI,16673.0628,14.5337,1.0986,0.83791,34.3082,34.3082
KE,MN,8209.7376,14.5933,1.3863,0.83844,-2231.0919,2231.0919
GB,CR,8505.8982,15.2986,4.7622,0.83872,28074.7503,28074.7503
DK,KE,6758.4115,15.6206,6.3172,0.84171,51962.3045,51962.3045
BE,SL,4909.3698,15.0632,3.6636,0.84449,40600.1078,40600.1078
FI,GE,2471.401,15.0233,3.4965,0.84948,39236.5976,39236.5976
BH,PH,7517.7784,14.7731,2.3026,0.85019,19403.0951,19403.0951
NO,YE,5933.5092,15.2265,4.4773,0.85131,69822.1426,69822.1426
SG,KE,7330.1236,15.4364,5.4848,0.852,51505.3544,51505.3544
PT,MZ,7894.2331,15.3792,5.2204,0.85392,19431.2389,19431.2389
LT,AM,2291.519,14.2854,0,0.85662,11273.5282,11273.5282
TZ,SV,13818.7201,14.4288,0.69315,0.85815,-3344.3908,3344.3908
ER,TG,4294.904,14.4281,0.69315,0.85877,244.5383,244.5383
FI,SO,6535.2796,14.4265,0.69315,0.86046,42656.0387,42656.0387
SK,MG,7967.8126,14.571,1.3863,0.86074,16094.6688,16094.6688
TW,BF,12600.8913,14.8323,2.6391,0.86128,21948.2695,21948.2695
DK,LK,8129.2646,14.4246,0.69315,0.86229,49582.2695,49582.2695
AT,CG,5310.3636,14.2792,0,0.86281,42648.2704,42648.2704
CH,GE,2803.3414,15.1923,4.3694,0.86293,74959.0008,74959.0008
SI,KE,5601.0262,14.9754,3.3322,0.86304,19849.2104,19849.2104
AE,CG,4874.735,14.5084,1.0986,0.86324,36093.9626,36093.9626
HR,ZM,6599.5953,14.2784,0,0.86361,10912.2787,10912.2787
CH,MZ,7778.8542,15.199,4.4067,0.86405,78430.5814,78430.5814
PL,CR,10022.8506,14.4225,0.69315,0.86444,547.779,547.779
NO,BF,5425.9519,15.0137,3.5264,0.8653,70162.7469,70162.7469
BE,HT,7464.3193,14.6082,1.6094,0.8702,40356.5619,40356.5619
SI,ZA,8567.2738,14.2684,0,0.87366,16030.9763,16030.9763
US,BT,12802.7534,14.2683,0,0.87375,54662.7869,54662.7869
NL,ZW,8242.5127,15.2131,4.5218,0.87396,44286.1827,44286.1827
FR,PY,9856.2296,15.3483,5.1761,0.87553,32774.7636,32774.7636
FI,BF,5941.8682,14.881,2.9444,0.87646,42440.517,42440.517
NO,SO,6916.5586,14.2642,0,0.87788,70378.2686,70378.2686
UY,GH,7331.9828,14.4072,0.69315,0.8797,13707.105,13707.105
PT,PH,12236.1047,15.7791,7.2626,0.88084,16862.2363,16862.2363
CA,KE,13000.2434,16.1578,9.0827,0.88254,40702.5682,40702.5682
NO,TZ,7782.923,15.3843,5.3845,0.8831,69933.2836,69933.2836
SK,TG,4790.4658,14.4029,0.69315,0.88397,15917.526,15917.526
PH,PY,18840.3344,14.4872,1.0986,0.88443,-1129.1327,1129.1327
AU,LA,6051.0271,15.3092,5.037,0.88559,47574.6666,47574.6666
JP,SV,12574.5448,15.4439,5.6836,0.88598,34670.8832,34670.8832
CL,RW,10908.6063,14.3998,0.69315,0.88715,13090.0904,13090.0904
SK,TJ,4197.2443,14.8057,2.6391,0.88792,15700.1438,15700.1438
OM,LB,2397.7053,15.3466,5.2311,0.88877,7068.3532,7068.3532
CR,VN,17053.8355,14.2526,0,0.88943,9638.9478,9638.9478
OM,BF,6171.0082,14.5887,1.6094,0.88976,14332.6274,14332.6274
OM,GH,6272.4691,14.9699,3.434,0.8898,13468.8969,13468.8969
NO,NP,6514.6305,15.0891,4.0073,0.89049,70082.9449,70082.9449
RO,MN,5778.5066,14.3958,0.69315,0.8911,5787.6789,5787.6789
CA,NI,5141.7361,15.9486,8.1262,0.8918,40006.5459,40006.5459
GR,LR,4793.4239,14.5847,1.6094,0.89374,17648.5986,17648.5986
CR,PY,4604.0394,14.248,0,0.89405,7744.4335,7744.4335
TW,CO,16463.0393,15.2567,4.8363,0.89613,16792.3947,16792.3947
KW,ML,5368.1661,14.744,2.3979,0.89923,28194.8929,28194.8929
PT,LB,3942.7634,15.1991,4.5951,0.90327,11899.3036,11899.3036
SK,CO,9918.589,14.8031,2.7081,0.90491,10690.3823,10690.3823
SG,UG,7951.1291,15.1184,4.2195,0.90557,52345.4054,52345.4054
BH,AM,1655.6372,14.2347,0,0.90739,18748.015,18748.015
NZ,NG,16225.0482,15.0141,3.7377,0.90912,37248.6383,37248.6383
JP,LS,13581.495,14.2324,0,0.90962,37896.3334,37896.3334
BG,SL,5260.6333,14.46,1.0986,0.91168,6854.7463,6854.7463
NI,TZ,13421.2473,14.456,1.0986,0.9157,1272.1882,1272.1882
KH,SN,12699.3364,14.2252,0,0.91689,311.8335,311.8335
PH,SV,15518.9275,14.8168,2.8332,0.91734,-1272.5126,1272.5126
CH,PH,10671.0847,15.8432,7.7493,0.91847,75861.5788,75861.5788
DK,SN,5071.4552,15.0493,3.9512,0.91857,52459.5905,52459.5905
PH,SL,14362.8158,15.125,4.3175,0.91937,2455.0225,2455.0225
